aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,19/2,46,0.8284972161054611,0.42515769600868225,0.9966758489608765
layer_head,19/20,46,0.9879497626553411,0.8130915760993958,0.9998061656951904
layer_head,19/21,46,0.8712686325281697,0.006031069438904524,0.9996507167816162
layer_head,19/22,46,0.9154174217711324,0.1116650402545929,0.9999117851257324
layer_head,19/23,46,0.9351827910412913,0.08794888854026794,0.99993497133255
layer_head,19/3,46,0.9057369873575543,0.3399737477302551,0.9973594546318054
layer_head,19/4,46,0.8229511794836625,0.544416606426239,0.9705900549888611
layer_head,19/5,46,0.5809291913781477,0.05255790799856186,0.9817194938659668
layer_head,19/6,46,0.8871849530740924,0.11103013902902603,0.9993669986724854
layer_head,19/7,46,0.8993062811053317,0.096517413854599,0.9983572363853455
layer_head,19/8,46,0.8650937378406525,0.3365253210067749,0.9908112287521362
layer_head,19/9,46,0.9775767702123394,0.8389402031898499,0.9989478588104248
layer_head,2/0,46,0.9881480465764585,0.6518867611885071,0.9999686479568481
layer_head,2/1,46,0.9986578044684037,0.9720760583877563,0.9999849200248718
layer_head,2/10,46,0.9687787294387817,0.7383578419685364,0.9999573826789856
layer_head,2/11,46,0.886204436947794,0.0289455596357584,0.9999054074287415
layer_head,2/12,46,0.9747379227824833,0.7706125378608704,0.9996815323829651
layer_head,2/13,46,0.9972237840942715,0.936550498008728,0.9999911189079285
layer_head,2/14,46,0.9863537459269814,0.8158639073371887,0.9998000860214233
layer_head,2/15,46,0.9113056782795035,0.23919406533241272,0.9980692267417908
layer_head,2/16,46,0.6214314950225146,0.0574355274438858,0.9999927878379822
layer_head,2/17,46,0.7491048062625139,0.32035601139068604,0.9993751645088196
layer_head,2/18,46,0.995977882457816,0.9242396950721741,0.9998737573623657
layer_head,2/19,46,0.9473269646582396,0.5672046542167664,0.9999255537986755
layer_head,2/2,46,0.9911900927191195,0.7556137442588806,0.9999872446060181
layer_head,2/20,46,0.9862413160178972,0.7806121706962585,0.9999784827232361
layer_head,2/21,46,0.9953478121239206,0.930767297744751,0.9999915361404419
layer_head,2/22,46,0.9989034352095231,0.9835846424102783,0.9999976754188538
layer_head,2/23,46,0.9900072929651841,0.8958861827850342,0.999942421913147
layer_head,2/3,46,0.9916088969811149,0.9779369235038757,0.999090313911438
layer_head,2/4,46,0.9987691601981288,0.995808482170105,0.9998959302902222
layer_head,2/5,46,0.9904313683509827,0.9541164636611938,0.9992234110832214
layer_head,2/6,46,0.9990705148033474,0.9934921860694885,0.9999898672103882
layer_head,2/7,46,0.9966460323852041,0.9767273664474487,0.9999870657920837
layer_head,2/8,46,0.9975217438262441,0.96065753698349,0.9998958110809326
layer_head,2/9,46,0.9975740170997122,0.9764062166213989,0.9999584555625916
layer_head,20/0,46,0.9831520020961761,0.9339061379432678,0.9993817806243896
layer_head,20/1,46,0.9979084004526553,0.980656623840332,0.9997481107711792
layer_head,20/10,46,0.9605305674283401,0.5201976895332336,0.9988654255867004
