run,condition,samples,mean_loss,mean_token_accuracy,mean_sequence_accuracy,mean_target_tokens
run,base,1,1.1349976062774658,0.8043478260869565,0.0,46.0
run,instruction_only,1,0.5930213928222656,0.8695652173913043,0.0,46.0
run,lora_only,1,0.1366669088602066,0.9565217391304348,0.0,46.0
